Name,id,appearances,goals,wins,losses,clean_sheets,goals_conceded,tackles,tackle_success_%,last_man_tackles,blocked_shots,interceptions,clearances,headed_clearance,clearances_off_line,recoveries,duels_won,duels_lost,successful_50/50s,aerial_battles_won,aerial_battles_lost,own_goals,errors_leading_to_goal,assists,passes,passes_per_match,big_chances_created,crosses,cross_accuracy_%,through_balls,accurate_long_balls,yellow_cards,red_cards,fouls,offsides,headed_goals,goals_with_right_foot,goals_with_left_foot,hit_woodwork,big_chances_missed,freekicks_scored,goals_per_match,penalties_scored,shooting_accuracy_%,shots,shots_on_target,catches,goal_kicks,high_claims,penalties_saved,punches,saves,sweeper_clearances,throw_outs,season
Darren Randolph,32259.0,34.0,0.0,12.0,15.0,7.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,900.0,26.47,0.0,0.0,0.0,0.0,324.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,285.0,33.0,1.0,9.0,91.0,16.0,102.0,3
Marcus Rashford,176297.0,179.0,55.0,96.0,33.0,0.0,0.0,92.0,0.0,0.0,95.0,43.0,79.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4115.0,22.99,32.0,294.0,0.0,0.0,0.0,16.0,1.0,114.0,79.0,4.0,43.0,8.0,10.0,50.0,1.0,0.31,6.0,44.0,379.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Nathan Redmond,83283.0,240.0,27.0,62.0,115.0,0.0,0.0,283.0,63.0,0.0,121.0,124.0,85.0,25.0,0.0,1002.0,1025.0,1257.0,459.0,81.0,216.0,0.0,1.0,21.0,6529.0,27.2,44.0,555.0,23.0,29.0,264.0,13.0,1.0,184.0,51.0,1.0,22.0,3.0,15.0,17.0,0.0,0.11,0.0,33.0,428.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Harrison Reed,153366.0,48.0,0.0,14.0,18.0,0.0,0.0,97.0,70.0,0.0,3.0,70.0,38.0,15.0,0.0,215.0,177.0,188.0,16.0,27.0,47.0,0.0,0.0,2.0,1775.0,36.98,2.0,31.0,23.0,0.0,57.0,5.0,0.0,48.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48.0,0.0,35.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Winston Reid,48717.0,166.0,6.0,52.0,71.0,40.0,237.0,242.0,79.0,5.0,14.0,348.0,1301.0,671.0,2.0,660.0,801.0,508.0,16.0,377.0,232.0,2.0,0.0,3.0,4877.0,29.38,3.0,15.0,20.0,3.0,470.0,38.0,1.0,170.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Panagiotis Retsos,222786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dominic Revan,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jordan Rhodes,-1.0,6.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,67.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ricardo Pereira,-1.0,83.0,5.0,37.0,33.0,23.0,99.0,278.0,58.0,3.0,16.0,131.0,205.0,105.0,1.0,455.0,644.0,564.0,147.0,124.0,141.0,0.0,0.0,11.0,3754.0,45.23,17.0,183.0,16.0,8.0,114.0,12.0,0.0,106.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Declan Rice,204480.0,137.0,5.0,51.0,51.0,27.0,183.0,317.0,59.0,0.0,23.0,227.0,216.0,102.0,5.0,949.0,646.0,485.0,116.0,186.0,148.0,0.0,1.0,5.0,5705.0,41.64,4.0,71.0,30.0,5.0,362.0,15.0,0.0,94.0,5.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Taylor Richards,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Lewis Richardson,461096.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Richarlison,-1.0,147.0,39.0,58.0,57.0,0.0,0.0,240.0,0.0,0.0,101.0,66.0,149.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3195.0,21.73,27.0,196.0,0.0,0.0,0.0,23.0,2.0,152.0,80.0,9.0,17.0,12.0,8.0,36.0,0.0,0.27,1.0,32.0,358.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Diego Rico,171129.0,39.0,0.0,9.0,25.0,5.0,57.0,75.0,64.0,0.0,7.0,98.0,77.0,34.0,0.0,215.0,165.0,139.0,17.0,40.0,37.0,0.0,0.0,4.0,1370.0,35.13,7.0,212.0,26.0,2.0,65.0,7.0,0.0,28.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jairo Riedewald,173954.0,64.0,2.0,17.0,33.0,0.0,0.0,60.0,57.0,0.0,5.0,59.0,55.0,22.0,0.0,176.0,112.0,100.0,25.0,19.0,18.0,0.0,0.0,0.0,1158.0,18.09,2.0,12.0,33.0,1.0,47.0,4.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.03,0.0,17.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Matt Ritchie,56983.0,152.0,11.0,45.0,66.0,0.0,0.0,211.0,67.0,0.0,86.0,164.0,226.0,108.0,0.0,729.0,573.0,727.0,67.0,130.0,236.0,0.0,1.0,23.0,4760.0,31.32,33.0,900.0,26.0,17.0,267.0,28.0,0.0,180.0,9.0,1.0,1.0,9.0,5.0,7.0,0.0,0.07,1.0,23.0,224.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Roberto Firmino,92217.0,214.0,67.0,134.0,31.0,0.0,0.0,291.0,0.0,0.0,145.0,84.0,73.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7486.0,34.98,60.0,175.0,0.0,0.0,0.0,9.0,0.0,227.0,64.0,16.0,35.0,15.0,13.0,64.0,0.0,0.31,2.0,43.0,506.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Haydon Roberts,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Andrew Robertson,122798.0,191.0,5.0,105.0,45.0,54.0,198.0,316.0,65.0,4.0,23.0,212.0,350.0,148.0,4.0,1105.0,633.0,578.0,135.0,122.0,120.0,0.0,2.0,39.0,10975.0,57.46,50.0,943.0,18.0,11.0,403.0,22.0,0.0,105.0,18.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Callum Robinson,171975.0,48.0,6.0,7.0,25.0,0.0,0.0,14.0,0.0,0.0,9.0,14.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,546.0,11.38,3.0,61.0,0.0,0.0,0.0,1.0,0.0,14.0,10.0,0.0,4.0,2.0,2.0,5.0,0.0,0.12,0.0,34.0,44.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Roderick Miranda,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Rodri,-1.0,73.0,6.0,52.0,13.0,0.0,0.0,130.0,58.0,0.0,15.0,66.0,89.0,56.0,0.0,549.0,394.0,293.0,60.0,141.0,67.0,0.0,2.0,4.0,5675.0,77.74,4.0,24.0,21.0,4.0,341.0,16.0,0.0,93.0,2.0,2.0,4.0,0.0,2.0,2.0,0.0,0.08,1.0,30.0,61.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jay Rodriguez,44683.0,212.0,42.0,61.0,89.0,0.0,0.0,180.0,0.0,0.0,99.0,84.0,116.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3115.0,14.69,17.0,138.0,0.0,0.0,0.0,13.0,0.0,186.0,114.0,9.0,25.0,7.0,10.0,38.0,0.0,0.2,2.0,36.0,412.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jack Rodwell,49384.0,167.0,10.0,50.0,64.0,0.0,0.0,212.0,78.0,0.0,63.0,113.0,227.0,79.0,0.0,482.0,470.0,423.0,49.0,148.0,114.0,0.0,2.0,4.0,3881.0,23.24,2.0,67.0,13.0,11.0,271.0,26.0,1.0,135.0,7.0,4.0,3.0,3.0,2.0,13.0,0.0,0.06,0.0,28.0,210.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Marcos Rojo,58893.0,76.0,1.0,45.0,10.0,21.0,58.0,140.0,71.0,0.0,14.0,130.0,383.0,213.0,0.0,358.0,351.0,264.0,26.0,154.0,113.0,1.0,1.0,1.0,3503.0,46.09,1.0,83.0,22.0,2.0,238.0,23.0,0.0,81.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jack Roles,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Sergio Romero,42899.0,7.0,0.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,25.86,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,10.0,1.0,1.0,20.0,5.0,39.0,3
Oriol Romeu,-1.0,207.0,5.0,73.0,75.0,0.0,0.0,551.0,67.0,0.0,45.0,360.0,276.0,109.0,0.0,1313.0,1153.0,1053.0,109.0,339.0,314.0,0.0,0.0,1.0,9287.0,44.86,15.0,32.0,28.0,11.0,470.0,55.0,0.0,285.0,5.0,0.0,4.0,1.0,2.0,3.0,0.0,0.02,0.0,21.0,129.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Salomón Rondón,57134.0,143.0,35.0,39.0,62.0,0.0,0.0,51.0,0.0,0.0,86.0,41.0,144.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2954.0,20.66,13.0,90.0,0.0,0.0,0.0,8.0,1.0,143.0,105.0,12.0,12.0,9.0,11.0,31.0,1.0,0.24,0.0,31.0,335.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Danny Rose,38290.0,197.0,9.0,95.0,58.0,42.0,194.0,450.0,78.0,5.0,39.0,317.0,433.0,230.0,3.0,960.0,1233.0,872.0,206.0,201.0,162.0,0.0,5.0,17.0,7464.0,37.89,22.0,620.0,18.0,11.0,343.0,51.0,2.0,251.0,9.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Rúben Neves,-1.0,114.0,11.0,41.0,42.0,0.0,0.0,237.0,50.0,0.0,78.0,197.0,123.0,52.0,0.0,855.0,421.0,451.0,47.0,88.0,92.0,0.0,0.0,6.0,6271.0,55.01,11.0,95.0,23.0,26.0,676.0,27.0,0.0,116.0,0.0,1.0,10.0,0.0,3.0,0.0,2.0,0.1,5.0,21.0,212.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Rúben Vinagre,-1.0,35.0,0.0,14.0,11.0,2.0,22.0,44.0,61.0,0.0,2.0,27.0,32.0,15.0,0.0,111.0,112.0,123.0,35.0,17.0,30.0,0.0,0.0,0.0,608.0,17.37,3.0,86.0,21.0,1.0,16.0,2.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
John Ruddy,19236.0,121.0,0.0,33.0,56.0,25.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2594.0,21.44,0.0,0.0,0.0,0.0,739.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1103.0,177.0,2.0,51.0,392.0,69.0,494.0,3
Antonio Rüdiger,102380.0,105.0,7.0,60.0,24.0,43.0,93.0,129.0,63.0,0.0,18.0,96.0,321.0,174.0,2.0,658.0,446.0,346.0,18.0,252.0,177.0,2.0,1.0,1.0,7593.0,72.31,6.0,24.0,17.0,15.0,457.0,16.0,0.0,95.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Rui Patrício,-1.0,112.0,0.0,42.0,38.0,30.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2155.0,19.24,0.0,0.0,0.0,0.0,709.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,835.0,51.0,3.0,18.0,288.0,9.0,376.0,3
Lukas Rupp,76306.0,16.0,0.0,2.0,13.0,0.0,0.0,18.0,61.0,0.0,3.0,18.0,6.0,3.0,0.0,68.0,38.0,67.0,6.0,6.0,16.0,0.0,0.0,0.0,377.0,23.56,1.0,5.0,20.0,2.0,7.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,20.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Will Russ,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Mat Ryan,-1.0,124.0,0.0,29.0,55.0,28.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3596.0,29.0,0.0,0.0,0.0,0.0,1017.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1015.0,78.0,2.0,41.0,362.0,18.0,559.0,3
Allan Saint-Maximin,170137.0,57.0,8.0,20.0,22.0,0.0,0.0,31.0,0.0,0.0,29.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1004.0,17.61,17.0,80.0,0.0,0.0,0.0,1.0,0.0,30.0,15.0,1.0,6.0,1.0,2.0,7.0,0.0,0.14,0.0,44.0,89.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Romain Saïss,107613.0,84.0,7.0,32.0,32.0,0.0,0.0,133.0,69.0,0.0,9.0,142.0,309.0,173.0,0.0,426.0,458.0,330.0,22.0,261.0,163.0,0.0,1.0,1.0,4057.0,48.3,5.0,36.0,19.0,1.0,315.0,21.0,1.0,103.0,3.0,5.0,1.0,1.0,2.0,10.0,0.0,0.08,0.0,40.0,68.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Henri Saivet,-1.0,5.0,1.0,3.0,2.0,0.0,0.0,18.0,67.0,0.0,0.0,9.0,10.0,3.0,0.0,24.0,23.0,20.0,1.0,3.0,7.0,0.0,1.0,0.0,106.0,21.2,0.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Bukayo Saka,223340.0,64.0,6.0,27.0,21.0,0.0,0.0,67.0,0.0,0.0,33.0,40.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1773.0,27.7,12.0,219.0,0.0,0.0,0.0,7.0,0.0,50.0,27.0,1.0,2.0,3.0,4.0,7.0,0.0,0.09,0.0,30.0,83.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Mamadou Sakho,40784.0,128.0,3.0,53.0,45.0,32.0,169.0,146.0,72.0,5.0,4.0,200.0,701.0,442.0,3.0,858.0,540.0,356.0,49.0,301.0,229.0,0.0,3.0,2.0,5989.0,46.79,2.0,6.0,33.0,2.0,282.0,6.0,1.0,41.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Bakary Sako,44343.0,47.0,5.0,15.0,23.0,0.0,0.0,33.0,85.0,0.0,18.0,15.0,7.0,2.0,0.0,111.0,108.0,158.0,29.0,22.0,38.0,0.0,0.0,1.0,519.0,11.04,8.0,123.0,19.0,0.0,24.0,1.0,0.0,24.0,14.0,0.0,2.0,3.0,1.0,5.0,0.0,0.11,0.0,40.0,55.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
William Saliba,462424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Mbwana Samatta,217487.0,14.0,1.0,2.0,8.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,12.29,1.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,0.07,0.0,18.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Austin Samuels,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Robert Sánchez,215059.0,32.0,0.0,11.0,11.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1164.0,36.38,0.0,0.0,0.0,0.0,210.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,214.0,34.0,0.0,5.0,75.0,8.0,144.0,3
Max Sanders,215062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dion Sanderson,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Philippe Sandler,230428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Leroy Sané,182156.0,90.0,25.0,68.0,9.0,0.0,0.0,86.0,0.0,0.0,40.0,38.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2636.0,29.29,31.0,243.0,0.0,0.0,0.0,9.0,0.0,47.0,37.0,0.0,1.0,23.0,7.0,17.0,0.0,0.28,0.0,39.0,148.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Matija Sarkic,216208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ismaila Sarr,232185.0,34.0,8.0,9.0,18.0,0.0,0.0,12.0,0.0,0.0,15.0,22.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,630.0,18.53,9.0,122.0,0.0,0.0,0.0,1.0,0.0,29.0,15.0,0.0,8.0,0.0,0.0,8.0,0.0,0.24,0.0,40.0,58.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Christian Saydee,461017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Fabian Schär,119471.0,66.0,7.0,23.0,32.0,13.0,85.0,114.0,57.0,0.0,10.0,142.0,269.0,134.0,2.0,323.0,329.0,301.0,37.0,122.0,124.0,0.0,3.0,1.0,2427.0,36.77,1.0,36.0,11.0,6.0,306.0,23.0,1.0,82.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ezequiel Schelotto,74375.0,28.0,0.0,7.0,12.0,0.0,37.0,24.0,67.0,0.0,3.0,26.0,64.0,37.0,0.0,99.0,92.0,86.0,20.0,33.0,21.0,0.0,0.0,0.0,576.0,20.57,1.0,48.0,13.0,1.0,35.0,5.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jeffrey Schlupp,86417.0,176.0,13.0,63.0,74.0,0.0,0.0,307.0,68.0,0.0,46.0,197.0,229.0,124.0,0.0,654.0,873.0,911.0,204.0,235.0,301.0,0.0,1.0,10.0,3561.0,20.23,14.0,223.0,19.0,4.0,173.0,17.0,0.0,135.0,3.0,1.0,4.0,8.0,0.0,11.0,0.0,0.07,0.0,30.0,149.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Kasper Schmeichel,17745.0,253.0,0.0,111.0,84.0,76.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,7383.0,29.18,0.0,0.0,0.0,0.0,2145.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1963.0,176.0,5.0,110.0,703.0,148.0,863.0,3
