Name,id,appearances,goals,wins,losses,clean_sheets,goals_conceded,tackles,tackle_success_%,last_man_tackles,blocked_shots,interceptions,clearances,headed_clearance,clearances_off_line,recoveries,duels_won,duels_lost,successful_50/50s,aerial_battles_won,aerial_battles_lost,own_goals,errors_leading_to_goal,assists,passes,passes_per_match,big_chances_created,crosses,cross_accuracy_%,through_balls,accurate_long_balls,yellow_cards,red_cards,fouls,offsides,headed_goals,goals_with_right_foot,goals_with_left_foot,hit_woodwork,big_chances_missed,freekicks_scored,goals_per_match,penalties_scored,shooting_accuracy_%,shots,shots_on_target,catches,goal_kicks,high_claims,penalties_saved,punches,saves,sweeper_clearances,throw_outs,season
Joshua King,78007.0,177.0,48.0,51.0,85.0,0.0,0.0,164.0,0.0,0.0,69.0,49.0,91.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3257.0,18.4,36.0,167.0,0.0,0.0,0.0,8.0,0.0,237.0,42.0,1.0,38.0,9.0,6.0,22.0,0.0,0.27,12.0,40.0,278.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Nya Kirby,209043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Davy Klaassen,109065.0,7.0,0.0,3.0,2.0,0.0,0.0,3.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,7.0,13.0,0.0,3.0,3.0,0.0,0.0,0.0,99.0,14.14,0.0,3.0,3.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ragnar Klavan,33871.0,39.0,1.0,23.0,3.0,11.0,34.0,39.0,72.0,0.0,1.0,29.0,174.0,85.0,0.0,182.0,143.0,112.0,10.0,77.0,73.0,0.0,1.0,0.0,2136.0,54.77,0.0,2.0,50.0,2.0,102.0,3.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Josh Knight,201667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Anthony Knockaert,83543.0,72.0,5.0,16.0,36.0,0.0,0.0,79.0,68.0,0.0,26.0,56.0,19.0,8.0,0.0,312.0,263.0,280.0,103.0,33.0,29.0,0.0,0.0,7.0,1723.0,23.93,9.0,245.0,26.0,6.0,83.0,8.0,2.0,49.0,11.0,0.0,1.0,4.0,2.0,7.0,0.0,0.07,0.0,27.0,81.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Sead Kolasinac,111457.0,79.0,2.0,40.0,23.0,17.0,91.0,112.0,66.0,0.0,11.0,76.0,112.0,69.0,0.0,367.0,284.0,266.0,41.0,97.0,80.0,0.0,1.0,11.0,3213.0,40.67,18.0,123.0,20.0,3.0,67.0,13.0,0.0,76.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Vincent Kompany,17476.0,265.0,18.0,167.0,48.0,94.0,217.0,550.0,75.0,7.0,41.0,521.0,1540.0,587.0,2.0,1464.0,1236.0,764.0,98.0,481.0,223.0,3.0,2.0,8.0,13643.0,51.48,11.0,26.0,27.0,29.0,1064.0,59.0,3.0,321.0,2.0,10.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Terence Kongolo,109434.0,46.0,1.0,6.0,32.0,5.0,80.0,110.0,62.0,1.0,1.0,99.0,163.0,70.0,1.0,174.0,246.0,122.0,17.0,85.0,51.0,1.0,1.0,1.0,1504.0,32.7,1.0,39.0,18.0,1.0,82.0,4.0,0.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Laurent Koscielny,51507.0,255.0,22.0,145.0,55.0,90.0,261.0,432.0,71.0,22.0,15.0,697.0,1484.0,693.0,1.0,1511.0,1324.0,837.0,49.0,664.0,476.0,2.0,3.0,2.0,12018.0,47.13,3.0,35.0,20.0,9.0,686.0,32.0,5.0,201.0,9.0,8.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Cheikhou Kouyaté,55037.0,236.0,14.0,75.0,94.0,0.0,0.0,509.0,66.0,0.0,35.0,350.0,538.0,319.0,0.0,1228.0,1491.0,1228.0,138.0,636.0,491.0,0.0,1.0,10.0,7235.0,30.66,4.0,107.0,17.0,8.0,270.0,29.0,1.0,284.0,16.0,6.0,7.0,0.0,9.0,12.0,0.0,0.06,0.0,32.0,174.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Mateo Kovacic,91651.0,96.0,2.0,52.0,24.0,0.0,0.0,167.0,60.0,0.0,34.0,48.0,47.0,21.0,0.0,450.0,486.0,319.0,183.0,32.0,40.0,0.0,0.0,9.0,5438.0,56.65,8.0,23.0,13.0,28.0,233.0,15.0,0.0,59.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.02,0.0,20.0,81.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Matej Kovar,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Tim Krul,20480.0,199.0,0.0,60.0,99.0,46.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,5540.0,27.84,0.0,0.0,0.0,0.0,1533.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1759.0,242.0,4.0,112.0,600.0,189.0,810.0,2
Alexandre Lacazette,59966.0,129.0,50.0,58.0,41.0,0.0,0.0,108.0,0.0,0.0,49.0,42.0,60.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2517.0,19.51,17.0,63.0,0.0,0.0,0.0,14.0,0.0,161.0,69.0,5.0,38.0,7.0,5.0,40.0,1.0,0.39,5.0,49.0,246.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Adam Lallana,39155.0,231.0,31.0,108.0,60.0,0.0,0.0,357.0,73.0,0.0,99.0,184.0,136.0,52.0,0.0,987.0,976.0,1191.0,229.0,131.0,275.0,0.0,0.0,29.0,7527.0,32.58,29.0,503.0,20.0,48.0,167.0,17.0,0.0,163.0,60.0,1.0,13.0,15.0,9.0,24.0,0.0,0.13,0.0,34.0,298.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Erik Lamela,62974.0,177.0,17.0,90.0,44.0,0.0,0.0,264.0,73.0,0.0,77.0,109.0,33.0,17.0,0.0,585.0,690.0,944.0,217.0,44.0,136.0,0.0,0.0,23.0,4350.0,24.58,30.0,397.0,26.0,37.0,98.0,30.0,1.0,235.0,28.0,2.0,1.0,13.0,10.0,16.0,0.0,0.1,0.0,35.0,222.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Manuel Lanzini,86934.0,141.0,21.0,46.0,56.0,0.0,0.0,134.0,63.0,0.0,58.0,126.0,35.0,9.0,0.0,743.0,563.0,553.0,263.0,22.0,70.0,0.0,1.0,14.0,5478.0,38.85,19.0,260.0,26.0,24.0,146.0,20.0,0.0,57.0,23.0,1.0,16.0,4.0,2.0,12.0,1.0,0.15,2.0,31.0,207.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Aymeric Laporte,146941.0,79.0,5.0,66.0,8.0,36.0,41.0,78.0,50.0,0.0,12.0,84.0,183.0,108.0,0.0,434.0,297.0,186.0,10.0,173.0,104.0,0.0,0.0,3.0,6609.0,83.66,2.0,11.0,18.0,3.0,336.0,8.0,0.0,52.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jamaal Lascelles,101148.0,130.0,8.0,36.0,59.0,31.0,161.0,105.0,54.0,6.0,7.0,139.0,736.0,410.0,5.0,619.0,564.0,321.0,17.0,393.0,199.0,0.0,4.0,1.0,4364.0,33.57,2.0,8.0,8.0,2.0,281.0,20.0,1.0,86.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Shayne Lavery,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Achraf Lazaar,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Lazar Markovic,99323.0,32.0,4.0,14.0,12.0,0.0,0.0,44.0,0.0,0.0,5.0,30.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800.0,25.0,2.0,30.0,0.0,0.0,0.0,4.0,0.0,28.0,2.0,1.0,3.0,1.0,3.0,4.0,0.0,0.12,0.0,29.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Maxime Le Marchand,61739.0,28.0,0.0,7.0,19.0,3.0,54.0,58.0,66.0,0.0,3.0,54.0,125.0,50.0,0.0,173.0,135.0,112.0,10.0,59.0,48.0,0.0,1.0,1.0,1471.0,52.54,1.0,17.0,24.0,1.0,99.0,7.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Lee Chung-Yong,-1.0,105.0,8.0,30.0,53.0,0.0,0.0,144.0,77.0,0.0,10.0,127.0,46.0,13.0,0.0,362.0,396.0,406.0,73.0,71.0,92.0,0.0,2.0,10.0,1830.0,17.43,12.0,269.0,32.0,28.0,48.0,5.0,0.0,49.0,9.0,1.0,3.0,4.0,0.0,2.0,0.0,0.08,0.0,37.0,59.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Adam Legzdins,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Florian Lejeune,77359.0,42.0,2.0,13.0,22.0,9.0,55.0,66.0,56.0,1.0,4.0,77.0,203.0,117.0,2.0,237.0,229.0,150.0,19.0,124.0,75.0,0.0,2.0,2.0,1831.0,43.6,2.0,14.0,7.0,5.0,203.0,3.0,0.0,34.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Mario Lemina,151086.0,74.0,3.0,13.0,34.0,0.0,0.0,166.0,64.0,0.0,18.0,109.0,82.0,45.0,0.0,376.0,401.0,313.0,104.0,77.0,54.0,0.0,1.0,2.0,2667.0,36.04,4.0,23.0,17.0,10.0,132.0,12.0,0.0,91.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.04,0.0,19.0,67.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Aaron Lennon,17349.0,390.0,34.0,165.0,127.0,0.0,0.0,428.0,75.0,0.0,94.0,242.0,163.0,19.0,0.0,970.0,1235.0,1301.0,406.0,39.0,139.0,0.0,0.0,50.0,7423.0,19.03,47.0,985.0,24.0,55.0,161.0,20.0,0.0,159.0,40.0,0.0,22.0,10.0,7.0,10.0,0.0,0.09,0.0,38.0,270.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Bernd Leno,80201.0,100.0,0.0,43.0,31.0,24.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2797.0,27.97,0.0,0.0,0.0,0.0,357.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,733.0,45.0,2.0,48.0,313.0,39.0,561.0,2
Léo Bonatini,141569.0,7.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,8.14,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jefferson Lerma,152551.0,63.0,3.0,19.0,33.0,0.0,0.0,99.0,64.0,0.0,14.0,111.0,135.0,86.0,0.0,503.0,364.0,322.0,46.0,133.0,123.0,0.0,0.0,2.0,2959.0,46.97,4.0,10.0,20.0,3.0,166.0,23.0,1.0,85.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,0.05,0.0,16.0,61.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Thakgalo Leshabela,232881.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Harry Lewis,198044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Lewis Cook,155408.0,75.0,0.0,23.0,34.0,0.0,0.0,117.0,54.0,0.0,16.0,67.0,45.0,17.0,0.0,399.0,274.0,344.0,86.0,32.0,62.0,0.0,1.0,4.0,2618.0,34.91,1.0,49.0,20.0,12.0,199.0,13.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,17.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Stephan Lichtsteiner,27335.0,14.0,0.0,6.0,4.0,0.0,18.0,15.0,60.0,0.0,0.0,9.0,23.0,16.0,0.0,41.0,50.0,54.0,4.0,22.0,20.0,0.0,1.0,0.0,480.0,34.29,0.0,30.0,3.0,0.0,14.0,3.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Anders Lindegaard,39725.0,19.0,0.0,14.0,4.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,312.0,16.42,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,168.0,18.0,0.0,9.0,43.0,11.0,107.0,2
Victor Lindelöf,184667.0,114.0,3.0,58.0,22.0,33.0,119.0,111.0,59.0,1.0,5.0,95.0,407.0,201.0,0.0,612.0,422.0,265.0,18.0,256.0,155.0,2.0,2.0,3.0,6344.0,55.65,6.0,5.0,5.0,5.0,236.0,8.0,0.0,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jesse Lingard,109322.0,152.0,29.0,79.0,35.0,0.0,0.0,142.0,67.0,0.0,65.0,56.0,34.0,4.0,0.0,402.0,413.0,607.0,115.0,19.0,105.0,0.0,0.0,14.0,4198.0,27.62,21.0,162.0,15.0,31.0,75.0,18.0,0.0,161.0,27.0,2.0,22.0,5.0,6.0,20.0,0.0,0.19,2.0,42.0,222.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Fernando Llorente,19760.0,69.0,17.0,29.0,30.0,0.0,0.0,28.0,0.0,0.0,14.0,3.0,52.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1211.0,17.55,4.0,9.0,0.0,0.0,0.0,5.0,0.0,67.0,19.0,10.0,4.0,3.0,3.0,11.0,0.0,0.25,0.0,40.0,82.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Hugo Lloris,37915.0,303.0,0.0,173.0,69.0,107.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,7672.0,25.32,0.0,0.0,0.0,0.0,1757.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,2184.0,235.0,5.0,186.0,828.0,262.0,1415.0,2
Jürgen Locadia,106757.0,34.0,3.0,7.0,21.0,0.0,0.0,16.0,0.0,0.0,9.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,401.0,11.79,1.0,16.0,0.0,0.0,0.0,1.0,0.0,24.0,13.0,0.0,1.0,2.0,1.0,4.0,0.0,0.09,0.0,33.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ruben Loftus-Cheek,126187.0,109.0,10.0,39.0,36.0,0.0,0.0,80.0,64.0,0.0,37.0,51.0,55.0,36.0,0.0,369.0,518.0,527.0,171.0,110.0,167.0,0.0,0.0,6.0,2578.0,23.65,9.0,25.0,28.0,8.0,59.0,4.0,0.0,68.0,9.0,2.0,7.0,1.0,1.0,11.0,0.0,0.09,0.0,26.0,113.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jason Lokilo,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Kevin Long,41674.0,42.0,1.0,9.0,18.0,8.0,55.0,72.0,67.0,0.0,6.0,40.0,234.0,126.0,0.0,167.0,263.0,187.0,3.0,155.0,123.0,1.0,1.0,3.0,1285.0,30.6,4.0,3.0,3.0,0.0,125.0,3.0,0.0,35.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Sean Longstaff,180135.0,60.0,3.0,21.0,26.0,0.0,0.0,102.0,58.0,0.0,16.0,50.0,46.0,18.0,0.0,216.0,218.0,242.0,18.0,38.0,59.0,0.0,2.0,2.0,1675.0,27.92,4.0,62.0,27.0,1.0,132.0,6.0,1.0,51.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.05,0.0,29.0,56.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ademola Lookman,219352.0,73.0,5.0,21.0,28.0,0.0,0.0,58.0,0.0,0.0,36.0,30.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1498.0,20.52,13.0,157.0,0.0,0.0,0.0,5.0,0.0,65.0,16.0,0.0,4.0,1.0,4.0,8.0,0.0,0.07,0.0,31.0,105.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jonas Lössl,57513.0,69.0,0.0,12.0,41.0,14.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2290.0,33.19,0.0,0.0,0.0,0.0,746.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,527.0,49.0,3.0,43.0,191.0,34.0,200.0,2
Dejan Lovren,38454.0,162.0,7.0,87.0,36.0,53.0,162.0,243.0,71.0,8.0,27.0,274.0,1010.0,581.0,0.0,715.0,923.0,509.0,10.0,585.0,291.0,0.0,6.0,4.0,9372.0,57.85,3.0,22.0,27.0,5.0,632.0,25.0,0.0,114.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Matthew Lowton,68983.0,212.0,3.0,59.0,103.0,46.0,323.0,478.0,65.0,1.0,10.0,379.0,793.0,349.0,8.0,957.0,941.0,726.0,124.0,237.0,175.0,0.0,2.0,14.0,6821.0,32.17,27.0,527.0,18.0,22.0,591.0,40.0,0.0,166.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Luca Ashby-Hammond,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Lucas Moura,-1.0,107.0,17.0,55.0,36.0,0.0,0.0,136.0,0.0,0.0,34.0,62.0,66.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2270.0,21.21,10.0,67.0,0.0,0.0,0.0,9.0,0.0,87.0,23.0,3.0,10.0,4.0,1.0,18.0,0.0,0.16,0.0,35.0,130.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Lucas Perri,201595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Lucas Piazon,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Romelu Lukaku,66749.0,257.0,116.0,115.0,81.0,0.0,0.0,67.0,0.0,0.0,167.0,13.0,115.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5765.0,22.43,40.0,291.0,0.0,0.0,0.0,19.0,0.0,192.0,193.0,23.0,33.0,58.0,22.0,87.0,1.0,0.45,6.0,46.0,696.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Lukas Nmecha,-1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Dodi Lukébakio,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Levi Lumeka,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Alexis Mac Allister,243016.0,34.0,2.0,11.0,13.0,0.0,0.0,45.0,53.0,0.0,20.0,11.0,4.0,1.0,0.0,91.0,94.0,124.0,19.0,12.0,26.0,0.0,0.0,2.0,568.0,16.71,2.0,35.0,9.0,4.0,20.0,1.0,0.0,24.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.06,0.0,14.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
